Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
BadgerysCreek,19.2,29.2,1.4,ENE,31,ESE,NNE,4,15,1016,1012.4,21.1,27.6,Yes,No
BadgerysCreek,16.6,34.2,0,NW,31,N,WNW,6,15,1010.4,1007.2,23.4,28.1,No,Yes
BadgerysCreek,19.7,26.3,1.4,SSE,30,SSE,SE,7,17,1015.7,1015,21.1,25,Yes,No
BadgerysCreek,19.9,31.4,0,E,33,SSW,E,6,13,1017.7,1014.4,22.9,30.8,No,No
BadgerysCreek,18.7,34.4,0,E,39,N,E,6,24,1013.3,1009,24.2,33,No,No
BadgerysCreek,21,33,0,ENE,46,ENE,ENE,7,20,1012.5,1009.4,25.5,30.6,No,Yes
BadgerysCreek,19.2,23.4,35.4,ENE,24,NNE,NE,7,15,1008.6,1008.8,20.1,22.4,Yes,Yes
BadgerysCreek,20,22.4,6.8,NE,43,ESE,ENE,7,9,1009.2,1008.1,21.3,21.3,Yes,Yes
BadgerysCreek,18.3,28.1,116,WSW,37,W,E,7,13,1001.5,1004.4,22.3,24.9,Yes,No
BadgerysCreek,19,26.9,0,ESE,28,SE,NE,4,17,1014.9,1013.2,20.7,26.2,No,No
BadgerysCreek,19.2,33,0.4,E,31,N,NNE,7,13,1013.1,1007,23,31.6,No,Yes
BadgerysCreek,15.3,18.4,30.6,S,50,SSW,SSW,17,17,1015.2,1017.3,17.8,16.6,Yes,Yes
BadgerysCreek,14.5,20.5,18,SSE,43,SW,S,15,26,1021.7,1021.4,16.4,19.3,Yes,Yes
BadgerysCreek,16.4,24.1,4.8,SE,33,SSE,SE,9,15,1022.3,1020.5,20,23,Yes,Yes
BadgerysCreek,17.6,25.8,3,ESE,41,S,ESE,7,19,1022.4,1020.4,20.4,24.3,Yes,No
BadgerysCreek,16.6,27,0.2,ENE,31,SW,ENE,6,15,1021.9,1019.2,20.3,26.7,No,No
BadgerysCreek,15.6,27.7,0,NNE,26,NA,N,0,15,1020.9,1017.8,19.8,26.5,No,No
BadgerysCreek,14.9,29.2,0,ENE,28,SW,N,6,9,1020.1,1016.8,19.1,27.9,No,No
BadgerysCreek,15.8,27.8,0,ENE,24,W,E,2,11,1022.4,1019.8,19,26.4,No,No
BadgerysCreek,16.4,29,0,NE,26,SW,ENE,4,9,1021.5,1018.3,20.3,28.6,No,No
BadgerysCreek,15.9,29.6,0,ENE,28,NA,ENE,0,9,1020.1,1016.8,19.7,28.1,No,No
BadgerysCreek,17.2,28.4,0,ESE,28,WSW,ESE,4,6,1020.8,1018.8,20.4,27.4,No,No
BadgerysCreek,17,27.6,0,E,26,SW,NE,4,6,1021.1,1018,20.8,24.9,No,No
BadgerysCreek,13.9,30,0,NE,26,NA,NNE,0,9,1014.5,1010,18,29.1,No,No
BadgerysCreek,16.8,26.6,0,SSE,19,SW,S,6,7,1012.3,1011.2,21.4,24.8,No,No
BadgerysCreek,19.2,24.9,0.2,E,20,SSW,E,7,11,1016.5,1015.6,20.8,24.1,No,No
BadgerysCreek,18.1,30.9,0,ENE,20,N,NE,7,6,1013.8,1008.3,19.9,29.5,No,No
BadgerysCreek,16.2,24.1,0,SW,43,SSW,SSE,19,15,1013.3,1014.8,19,23,No,No
BadgerysCreek,11,24.1,0,ENE,30,SW,ENE,17,4,1021.4,1019.7,15.4,22.6,No,No
BadgerysCreek,9.5,25.3,0,E,30,SW,ENE,9,7,1024.4,1022.3,16.2,24.2,No,No
BadgerysCreek,11.6,26.6,0,ESE,28,SW,NNE,7,13,1025.4,1021.5,16.9,25.5,No,No
BadgerysCreek,12.7,29.5,0,NNE,37,NA,NNE,0,26,1019.2,1013.2,16.5,28.4,No,No
BadgerysCreek,16.5,32.4,0,NW,50,NNE,NNE,15,13,1012.7,1010.7,25,31.1,No,No
BadgerysCreek,18.7,31.1,0,W,35,ENE,SSW,7,7,1016.4,1013.1,24.4,28.9,No,No
BadgerysCreek,17.5,33.2,0,WNW,28,WSW,ENE,7,9,1016.1,1011,21.6,31,No,No
BadgerysCreek,12.3,30.1,0,ESE,22,SW,SW,6,6,1018.5,1017.1,19.5,29.1,No,No
BadgerysCreek,15.6,28,0,NE,26,NA,N,0,7,1019.7,1015.8,18.4,27.2,No,No
BadgerysCreek,18.3,32.3,0,NNE,22,N,N,4,13,1018.9,1014.9,21.6,30.2,No,No
BadgerysCreek,17,31.8,0,WNW,33,NA,NNW,0,7,1016.4,1011.9,20.8,29.8,No,Yes
BadgerysCreek,13.2,22.6,4,SW,56,SE,SE,7,13,1018.7,1017.2,16.6,21,Yes,No
BadgerysCreek,10.9,25.9,0,NNE,26,W,NE,2,11,1017.6,1012.1,17,25,No,No
BadgerysCreek,14.7,25.1,0,SW,39,S,SW,9,17,1011.3,1011.2,17.7,24.1,No,No
BadgerysCreek,14.6,27,0,E,31,SW,ESE,6,7,1017.8,1014.8,18.3,24.9,No,No
BadgerysCreek,11.1,26.8,0,E,28,SW,SSW,6,13,1016.3,1013.4,16.2,25.8,No,No
BadgerysCreek,13.2,19.2,0.8,SSW,35,SSW,SSW,7,13,1021.4,1022.3,15.9,17.3,No,Yes
BadgerysCreek,14.3,19.6,8.6,SE,20,SW,ENE,9,7,1028.4,1027.7,14.9,17.9,Yes,Yes
BadgerysCreek,14.5,21.2,5.4,SSE,19,SSW,ESE,7,9,1030.7,1028.5,16.6,19.1,Yes,Yes
BadgerysCreek,13.3,21.5,1.4,NE,28,NNE,NNE,6,6,1028.4,1025,14.9,20.9,Yes,Yes
BadgerysCreek,11.2,24.2,3.2,ENE,33,WSW,N,7,7,1024.7,1021,17.1,23.5,Yes,Yes
BadgerysCreek,10.9,24.8,11.4,ESE,26,WSW,ESE,9,15,1025.4,1023.4,16.9,22.4,Yes,No
BadgerysCreek,12.7,23.5,0.2,SE,30,SW,ENE,9,9,1026.7,1024,19.1,21.6,No,Yes
BadgerysCreek,10.2,24.8,3,N,24,NA,NNE,0,11,1024.8,1020.9,17.2,24.1,Yes,No
BadgerysCreek,10.3,26.8,0.4,ESE,15,N,E,4,6,1023.6,1021.1,17.4,26.5,No,No
BadgerysCreek,13.1,26,0,NNE,22,WSW,ENE,6,11,1026.1,1022.2,19.6,25,No,No
BadgerysCreek,10.2,25.8,0,N,24,NA,NE,0,9,1021.6,1015.7,17.6,25.6,No,No
BadgerysCreek,10.8,29.3,0,NNE,15,NA,NNW,0,4,1014.3,1010.4,19,29.1,No,No
BadgerysCreek,11.6,27.4,0,W,26,NNW,SE,6,7,1010.2,1007.1,16.4,27,No,Yes
BadgerysCreek,15.4,20.6,21,SSE,24,SW,SSE,7,13,1015.5,1013.5,15.7,19.6,Yes,No
BadgerysCreek,12,23.2,0.2,E,22,SW,SE,13,13,1017,1013.9,17.3,20.6,No,No
BadgerysCreek,12.9,24.5,0.2,SSE,30,W,SE,2,17,1014.8,1012.3,18,20.8,No,No
BadgerysCreek,11,20.2,0,SW,57,SSW,SSW,20,28,1015.5,1013.5,14.8,18.4,No,Yes
BadgerysCreek,12.5,18.3,4.6,SW,46,SW,S,19,19,1014.4,1014.6,13.9,18,Yes,Yes
BadgerysCreek,8.9,21.4,18.2,WSW,17,SW,ENE,11,6,1016.1,1012,14.8,20.4,Yes,No
BadgerysCreek,11.3,23.7,0.8,NW,33,NA,W,0,20,1010.9,1007,14.9,22.9,No,No
BadgerysCreek,7.6,23.8,0,SW,30,NA,SSW,0,20,1013.2,1011.8,16.4,22.9,No,No
BadgerysCreek,6.7,22.7,0,SW,28,WSW,ENE,9,7,1019.2,1015.6,15.4,22,No,No
BadgerysCreek,6.6,23.1,0,SW,28,SW,WNW,4,6,1021.8,1019,13.9,23,No,No
BadgerysCreek,6.4,25.8,0,W,24,N,WSW,4,11,1023,1018.9,15.7,25.4,No,No
BadgerysCreek,8.2,25.1,0,N,22,NA,N,0,9,1022.2,1017.2,17.7,24.3,No,No
BadgerysCreek,7.4,28.9,0.2,NW,19,N,N,2,4,1019.1,1015.8,16.4,28.5,No,No
BadgerysCreek,9.1,28,0,ESE,19,NNW,NE,2,4,1022.6,1020.2,17.6,27.9,No,No
BadgerysCreek,15.4,22.9,0,E,20,SW,ESE,7,11,1025.8,1021.9,18.6,21,No,No
BadgerysCreek,16.1,26.4,0,SE,24,NA,E,0,4,1018.7,1013.9,18.7,24.8,No,No
BadgerysCreek,9.1,19.2,0,SW,31,SW,SSE,15,11,1025.9,1025.2,14.1,17.6,No,No
BadgerysCreek,6.3,21.6,0,NNE,28,WSW,NNE,2,11,1026.8,1020.8,14.3,21.2,No,No
BadgerysCreek,8.1,25.5,0,SE,39,NE,SE,4,24,1017.4,1017.8,14.9,19.8,No,No
BadgerysCreek,9.1,19,0,SW,20,SW,SSE,13,7,1025.4,1022.1,13.6,17.6,No,No
BadgerysCreek,6.5,19.8,0,SSW,24,SW,SE,15,13,1027.1,1024.4,14,17.9,No,No
BadgerysCreek,9.9,19.9,0,WSW,17,SW,ESE,11,6,1029.1,1027.1,15.8,18.6,No,No
BadgerysCreek,8.2,22.1,0,N,17,NA,NE,0,9,1031.3,1027.7,13.6,21.1,No,No
BadgerysCreek,7,23.4,0.2,ENE,17,NA,NNE,0,6,1030.9,1027.3,13.5,22.9,No,No
BadgerysCreek,5.8,23.6,0,WSW,13,SW,SE,4,4,1031,1028.3,13,22.6,No,No
BadgerysCreek,7.5,23.4,0,ESE,22,SW,ESE,11,15,1030.8,1027.1,14.5,21.1,No,No
BadgerysCreek,9.6,22,0.2,NE,24,NA,NNE,0,13,1027.3,1022.6,12.6,21.7,No,No
BadgerysCreek,8.5,19.1,0,N,17,N,SSW,2,2,1019.1,1014.1,12.1,18.9,No,Yes
BadgerysCreek,12.2,19.2,1.8,SW,28,SW,SSW,17,15,1014.2,1011.4,13.5,18.3,Yes,No
BadgerysCreek,2.3,19.6,0,WNW,41,NE,WNW,2,26,1013.9,1009.8,10.3,18.5,No,No
BadgerysCreek,8.3,20.6,0,W,54,N,W,9,30,1010,1007.9,16.5,18.3,No,No
BadgerysCreek,8.8,18.4,0,W,46,WSW,W,17,19,1012.1,1011.5,15.2,17.2,No,No
BadgerysCreek,5.9,18.5,0,WSW,33,WSW,SW,20,17,1015,1012.2,13.9,17.9,No,No
BadgerysCreek,2.6,18.6,0,SW,31,NA,WSW,0,17,1017,1014.4,12.2,17.9,No,No
BadgerysCreek,3.4,19,0,SW,41,NE,WSW,4,24,1019,1015.2,7.8,18.4,No,No
BadgerysCreek,3.1,21.6,0,SW,35,S,SW,2,24,1015.8,1012.9,12.2,20.4,No,No
BadgerysCreek,4.3,15.6,0,WSW,19,SSE,SW,7,9,1015,1010.1,10.6,13.6,No,Yes
BadgerysCreek,9.6,14.6,18.2,SSW,37,SW,SW,11,15,1014.3,1013.8,12.1,14.5,Yes,Yes
BadgerysCreek,11,17.3,24.8,S,37,SSW,SSW,15,19,1019.8,1018.6,13.7,16.7,Yes,No
BadgerysCreek,9.2,19.9,0.8,W,22,SSW,SW,7,13,1024.1,1022.1,13.6,19.5,No,No
BadgerysCreek,2.8,20.8,0,NE,13,W,NNE,2,7,1026,1023.1,9.7,19,No,No
BadgerysCreek,5.5,19.5,0.2,SW,20,WSW,SE,9,7,1029.6,1028.3,11.8,18.5,No,Yes
BadgerysCreek,10.1,19.1,5,N,19,WSW,N,6,7,1033,1030,13.4,17.6,Yes,No
BadgerysCreek,9.5,18.1,0.8,N,13,NNW,NNE,4,2,1031.5,1027.8,10.4,16.8,No,No
BadgerysCreek,7.2,21.1,0.2,NNE,13,NNE,NE,2,4,1029.3,1025.7,11.6,20.4,No,No
BadgerysCreek,5.8,22.5,0.2,NE,11,NE,NNE,2,7,1028.2,1023.8,11.5,22.2,No,No
BadgerysCreek,8.1,19.6,0,N,28,NA,N,0,13,1019.3,1013.6,12.5,17.9,No,Yes
BadgerysCreek,12.7,15,11.2,SW,52,WSW,SSW,13,19,1006.9,1011,14,14.8,Yes,Yes
BadgerysCreek,8.9,18.1,5.4,WSW,39,SW,WSW,24,7,1020.9,1019,12.4,17.5,Yes,No
BadgerysCreek,4.5,20.6,0,WSW,22,WSW,NNE,11,6,1026.3,1023.8,11.7,19.2,No,No
BadgerysCreek,5.6,17.6,0,NNE,17,NA,N,0,9,1026.3,1022,8.3,16.6,No,No
BadgerysCreek,8.1,16.4,0,N,11,NA,SW,0,6,1023.2,1020.1,10.9,15,No,No
BadgerysCreek,10.8,21,0.2,WSW,30,SW,S,6,9,1020,1018.8,13.5,19.9,No,No
BadgerysCreek,8.8,17.1,0,WSW,17,WSW,ESE,9,6,1031.1,1028.8,13,16.1,No,No
BadgerysCreek,5.9,18.6,0,NNE,24,SW,NNE,4,11,1028.7,1023.8,11.1,17.8,No,No
BadgerysCreek,4.3,15,0,WSW,7,N,NNW,4,4,1021.5,1019,9.5,13.8,No,Yes
BadgerysCreek,3,18.5,3,NNE,13,NNE,NNE,2,6,1021.1,1017.5,9.7,17.3,Yes,No
BadgerysCreek,5.7,14.3,0,NNW,19,NA,N,0,4,1015.3,1010.2,10.2,13.7,No,Yes
BadgerysCreek,6.6,19.1,7.2,NW,31,E,NW,6,15,1007,1004.3,9.6,17.3,Yes,No
BadgerysCreek,5.1,19.2,0,W,41,S,WSW,6,17,1005.5,1003.6,11,16.5,No,No
BadgerysCreek,11,18.2,0.2,SW,48,SW,WSW,24,28,1010.6,1010.5,13.8,17.2,No,No
BadgerysCreek,5,17.7,0,SW,30,NNE,WSW,6,13,1015,1011.8,10.7,17.4,No,No
BadgerysCreek,2.9,16.6,0,WSW,37,SW,WSW,13,20,1009.8,1008.8,12,15.9,No,No
BadgerysCreek,1.5,16.9,0.2,S,33,NA,SW,0,11,1013.8,1012.5,8,14.7,No,No
BadgerysCreek,7.9,16.1,0.2,SW,43,SW,SSW,24,19,1022.6,1021.4,11.5,15.1,No,No
BadgerysCreek,6.9,16.3,0,SW,26,SW,S,17,6,1024.5,1020.8,10.4,14.5,No,No
BadgerysCreek,4.9,17,0,WSW,19,SW,ESE,6,9,1021.9,1019.1,8,14.4,No,No
BadgerysCreek,4.7,15.3,0,SSE,22,SW,SSW,13,4,1024.8,1024.3,9.5,12.3,No,Yes
BadgerysCreek,9.1,14,9.4,SW,26,SW,SSE,11,13,1028.9,1027,10.3,12.7,Yes,Yes
BadgerysCreek,9.1,13.3,14.4,SSW,35,WSW,WSW,13,7,1021.5,1017.7,10.4,13.1,Yes,Yes
BadgerysCreek,8.9,14,17.8,SW,33,SW,SSW,7,7,1016.4,1015.5,10.5,12.4,Yes,Yes
BadgerysCreek,10.4,17.8,38.2,SSE,33,SSW,S,11,17,1021,1020.5,13.6,17.4,Yes,Yes
BadgerysCreek,11.5,18,4.4,SE,20,SW,SSW,7,4,1023.3,1020.8,13,15.7,Yes,No
BadgerysCreek,10.4,16,0.2,WSW,17,SW,SSE,13,7,1024.1,1022.5,12,13.9,No,Yes
BadgerysCreek,11.2,13.3,30.2,S,19,SW,SW,9,11,1025.2,1023.2,11.7,12.8,Yes,Yes
BadgerysCreek,10,17,9.8,WSW,17,SE,SW,4,6,1026.3,1023.9,11.1,14.4,Yes,No
BadgerysCreek,6.6,20.1,0.2,SW,19,SW,NE,6,6,1024.6,1021.7,10.6,18.4,No,No
BadgerysCreek,3.6,18.9,0,WSW,15,SW,WSW,2,6,1025,1020.9,8.9,17.9,No,No
BadgerysCreek,3.7,17.9,0.2,SW,15,NA,NNE,0,6,1024.5,1020.8,9.4,17.4,No,No
BadgerysCreek,0.5,21,0.2,NW,44,SW,W,6,17,1016.4,1011.5,5.8,20.7,No,No
BadgerysCreek,5.8,18.4,0,W,52,WNW,W,22,30,1010.8,1011.4,15.8,16.8,No,No
BadgerysCreek,2,16.3,0,W,30,N,WSW,7,15,1020,1018.1,8.3,15.8,No,No
BadgerysCreek,0.6,17.1,0,WSW,30,NA,WSW,0,9,1027.3,1025.7,7.8,16.9,No,No
BadgerysCreek,0.5,17.1,0,SW,33,NA,WSW,0,15,1031.9,1030.1,6,16.7,No,No
BadgerysCreek,4,15.1,0,E,24,SW,ENE,11,13,1035.2,1033.6,9.9,12.5,No,No
BadgerysCreek,7.3,16.3,0,WSW,13,SW,ENE,7,7,1034.1,1031.6,9.8,14.9,No,No
BadgerysCreek,3.1,16.9,0,NE,11,NA,NNE,0,6,1035.5,1032.1,8,16.5,No,No
BadgerysCreek,2.5,18,0.2,NNW,15,NA,NNE,0,6,1031.3,1027.2,8.1,17.5,No,No
BadgerysCreek,4.3,16.2,0.2,WSW,9,NA,NNW,0,2,1029.4,1027.4,8.5,15.5,No,No
BadgerysCreek,5.4,18,0,NNE,22,WNW,NNE,2,13,1028.5,1025.1,11.2,17.6,No,No
BadgerysCreek,10.3,14.8,0.8,NNW,7,NA,NNW,0,6,1024.7,1022.2,11.2,14.6,No,No
BadgerysCreek,9.2,20.3,0.2,W,26,NNW,ENE,2,2,1024.8,1022.2,11.7,19.6,No,No
BadgerysCreek,9.1,22.1,0.2,N,13,NA,NNE,0,9,1024,1020.4,11.6,21.8,No,No
BadgerysCreek,7.5,21.4,0,NNE,15,NA,NA,0,0,1022.9,1019.1,11.5,20,No,No
BadgerysCreek,10.8,17.4,0,NNE,33,NA,NNE,0,17,1015.1,1011.2,16.2,16.9,No,No
BadgerysCreek,6.1,19,0.2,NW,61,N,NW,13,33,1009.2,1005.4,14.1,17.4,No,No
BadgerysCreek,4,15.3,0,W,57,NW,W,13,26,1015.9,1013.6,10.5,14.3,No,No
BadgerysCreek,0.3,16.1,0,WNW,48,S,W,4,26,1019.5,1016.6,6.3,15.4,No,No
BadgerysCreek,-0.4,16.4,0,SW,44,N,SW,4,26,1020.3,1019,8.5,15,No,No
BadgerysCreek,7.6,16.9,0,SSW,39,SW,S,26,17,1026.8,1026.4,12.6,16.1,No,No
BadgerysCreek,2.5,17.8,0,NNE,20,SW,N,2,7,1030.2,1026.5,7.8,17.4,No,No
BadgerysCreek,0.3,19.7,0,N,13,NW,N,4,2,1025.8,1023.4,8.4,19.3,No,No
BadgerysCreek,1.9,18,0,ENE,22,WSW,NNE,4,11,1031.2,1027.9,9.1,17.3,No,No
BadgerysCreek,2.6,17.9,0,NNE,11,NA,NNE,0,6,1030,1025.5,8.5,17.4,No,No
BadgerysCreek,3.2,21.5,0,N,19,NA,N,0,13,1025.6,1020.5,7.9,21.2,No,No
BadgerysCreek,5.3,20.7,0.2,SW,15,NA,N,0,9,1020,1017.6,11.8,19.4,No,No
BadgerysCreek,9.5,17,0.2,S,30,SW,S,13,9,1024.2,1022.9,13.4,15.1,No,No
BadgerysCreek,3.8,19.2,0.2,WNW,17,SW,ENE,7,7,1023.6,1019.9,10.1,17.7,No,No
BadgerysCreek,2.7,19.6,0,WNW,31,NA,NW,0,11,1018.2,1012.6,7.8,18.8,No,No
BadgerysCreek,3.5,18.5,0,WSW,37,NA,WSW,0,6,1016,1012.1,11.6,17.6,No,No
BadgerysCreek,6.4,17.6,0,WSW,37,NA,WSW,0,22,1013.8,1013.1,13.1,17.3,No,No
BadgerysCreek,4.4,19.6,0,W,39,N,W,9,22,1017.4,1014,11.9,18.5,No,No
BadgerysCreek,5.3,22.7,0,WNW,54,NW,WNW,19,26,1011.8,1007.5,16.6,20.1,No,NA
BadgerysCreek,7.6,18.2,NA,SW,35,WSW,ESE,19,4,1013.9,1009.1,11.7,17.2,NA,Yes
BadgerysCreek,7,14.3,6.8,SW,50,SW,SSW,13,24,1008.9,1010.9,9.1,13.5,Yes,No
BadgerysCreek,3.7,18.3,0,WSW,19,SW,N,6,6,1018.9,1014,9.7,16.9,No,No
BadgerysCreek,3.5,22.3,0,NW,28,WNW,W,6,15,1016.2,1013.5,12.9,22.1,No,No
BadgerysCreek,3.3,21.2,0,NNW,20,NW,NE,4,7,1018.2,1013.5,12,20.6,No,No
BadgerysCreek,3.8,24.8,0,WNW,89,ENE,NW,4,30,1006,1003.1,11.9,17.6,No,No
BadgerysCreek,3,21,0,SW,39,W,NNE,11,9,1012.9,1012.2,15.6,20.1,No,No
BadgerysCreek,2.6,23,0,WNW,39,WSW,WNW,2,24,1013.5,1007.7,8.3,22.3,No,No
BadgerysCreek,8.2,18.5,0,SW,52,SW,SSW,22,6,1019.2,1019.3,12.4,18.1,No,No
BadgerysCreek,0.1,20.1,0,NE,37,NA,NNE,0,22,1023.5,1015.9,8.5,19.5,No,No
BadgerysCreek,6.2,23.7,0,WNW,54,N,WNW,7,30,1010.4,1007.4,14.2,22,No,No
BadgerysCreek,5.9,21.9,0,NW,44,N,NW,11,22,1016.9,1011.6,14.5,21.4,No,No
BadgerysCreek,9.1,19.4,0,WNW,59,NE,WSW,9,26,1009,1007.7,16.6,16.5,No,No
BadgerysCreek,5.3,14.8,0,WSW,50,WSW,W,26,28,1014,1012.7,10.7,13.9,No,No
BadgerysCreek,5.5,NA,0,WSW,50,WSW,W,24,17,1016.4,1013.7,11.6,15.5,No,NA
BadgerysCreek,-0.1,17.5,NA,WNW,43,NNE,NW,9,17,1013.5,1010.2,6.1,15.9,NA,No
BadgerysCreek,6.1,17.9,0,WNW,54,WSW,WNW,4,17,1010.2,1008.9,15.1,16.6,No,No
BadgerysCreek,6.5,21.4,0,SW,24,SW,S,13,9,1020.3,1019.7,16.3,20.9,No,No
BadgerysCreek,3.3,23.9,0,ESE,17,NA,E,0,2,1024.2,1020,12.4,22.9,No,No
BadgerysCreek,4.5,20.8,0,WSW,19,SW,NW,4,4,1024.9,1020.3,13.6,19.9,No,No
BadgerysCreek,6.8,22.2,0,E,24,WSW,ESE,4,6,1022,1018,14.7,20.7,No,No
BadgerysCreek,5.1,23.4,0,SW,28,SW,ESE,4,15,1021.6,1019.5,14,22.1,No,No
BadgerysCreek,5.6,21.4,0,N,22,SSE,ENE,4,7,1024.4,1018.6,12.4,20.7,No,No
BadgerysCreek,8.9,27.4,0,NNW,37,NE,NW,7,22,1014.9,1011.4,17.9,27,No,No
BadgerysCreek,8.9,24,0,E,26,W,SSW,9,9,1021.7,1019.6,15.4,23.6,No,No
BadgerysCreek,5,23.4,0,ENE,24,SW,N,4,9,1028.9,1026,13.8,23,No,No
BadgerysCreek,5.6,24.8,0,NNE,15,NA,N,0,4,1031.3,1028.8,13.3,23.8,No,NA
BadgerysCreek,6.9,23.4,NA,N,22,NW,ENE,4,7,1034.2,1030.9,15.1,22.9,NA,No
BadgerysCreek,6.6,24.3,0.2,NNE,26,WSW,NNE,7,17,1033.6,1027.5,14.7,23.9,No,No
BadgerysCreek,6.2,28,0,WNW,26,NNW,W,4,15,1027.5,1023.2,15.8,27.4,No,No
BadgerysCreek,9.9,27.6,0,E,22,NE,NNE,6,9,1027,1022.1,19.3,26.3,No,No
BadgerysCreek,10.3,31.1,0,NW,43,NNE,WNW,4,28,1022.5,1018.1,18.2,30.4,No,No
BadgerysCreek,14.7,19.7,0,S,20,WSW,ENE,7,7,1026.6,1022.6,15.9,19.2,No,No
BadgerysCreek,11.2,25.9,0,NNE,26,NE,N,6,13,1020.9,1013.4,18.3,24.6,No,No
BadgerysCreek,14.4,31.7,0,WNW,80,NNW,WNW,31,43,1004.8,1000.8,25.8,29.8,No,No
BadgerysCreek,6.8,24.2,0,WSW,35,W,WSW,11,26,1012.6,1008.6,15.6,23.7,No,No
BadgerysCreek,4.1,23.6,0,S,52,NNE,WSW,4,19,1015.6,1010.5,16.5,22.1,No,No
BadgerysCreek,7,18.5,0,ENE,33,SW,ENE,13,11,1022.2,1017.5,12.8,17.2,No,Yes
BadgerysCreek,11.7,22.8,4.4,SSE,37,WSW,S,13,20,1011.8,1008.8,15.2,21.3,Yes,No
BadgerysCreek,8.7,20.9,0.2,E,31,SSW,ESE,9,17,1018.4,1015.9,16.9,18.3,No,No
BadgerysCreek,11.2,17.6,0,E,20,SSE,ENE,4,7,1016.3,1009.6,14.1,15.9,No,Yes
BadgerysCreek,13.7,22.8,24,NNW,52,N,WNW,15,22,1000.3,997.9,17.5,21,Yes,No
BadgerysCreek,12.6,24.1,0,WNW,50,WNW,WNW,17,24,1002,1000.2,19.3,23.7,No,No
BadgerysCreek,10.4,23.1,0,WNW,37,NE,W,4,24,1005.6,1003.8,17.7,21.8,No,No
BadgerysCreek,6.3,20.5,0,W,65,N,WNW,13,30,1007.7,1008.2,17.3,12.8,No,No
BadgerysCreek,7.1,22.4,0,WSW,28,SW,ESE,15,11,1015.1,1011.2,16.5,21.3,No,No
BadgerysCreek,5,25.6,0,WSW,30,SSE,S,2,6,1015.1,1011,15.7,24.6,No,No
BadgerysCreek,8.9,28.3,0,E,24,E,NNE,2,6,1012.1,1006.4,17.2,27.7,No,No
BadgerysCreek,11.6,31.1,0,WSW,50,S,WSW,4,28,1004.2,1000.6,16.4,29.7,No,No
BadgerysCreek,9.1,32.3,0,WNW,44,N,WNW,4,30,1009.9,1005.4,21.4,31.3,No,No
BadgerysCreek,9.6,30.3,0,W,74,N,W,9,39,1002.6,1006.8,20.6,24.2,No,No
BadgerysCreek,4.4,24.4,0,E,30,W,NNE,6,9,1020.2,1015.6,16.5,23.7,No,No
BadgerysCreek,5.1,28.5,0,WNW,72,N,WNW,13,22,1010.7,1005.9,17.7,27.2,No,No
BadgerysCreek,11.1,25.1,0,WSW,44,SW,NE,15,7,1017.3,1013.5,19.2,24.6,No,No
BadgerysCreek,5.5,31.2,0,WNW,30,NNE,NNW,9,7,1016.5,1010.1,17.2,30.7,No,No
BadgerysCreek,11.1,33,0,WNW,91,N,NNW,11,39,1003.8,1004.2,20.8,26.4,No,No
BadgerysCreek,5,25.7,0,NW,46,NNW,WNW,13,28,1015.5,1007.4,17.5,25.4,No,No
BadgerysCreek,11.8,19.3,0,SSW,56,SW,SSW,31,26,1010.8,1014.7,17,15.9,No,No
BadgerysCreek,5.5,21.3,0.2,SW,28,SW,SW,19,4,1022.7,1018.2,14.7,20.7,No,No
BadgerysCreek,4.7,29.5,0,NW,17,NNE,NNE,4,4,1016.5,1010.1,16.4,27.6,No,No
BadgerysCreek,8,32.9,0,W,56,N,NW,4,28,1010.3,1004.6,17.9,32.4,No,No
BadgerysCreek,13.4,22.5,0,SW,37,SSW,ESE,13,22,1011.4,1009.9,17.1,19.8,No,No
BadgerysCreek,9,21.9,0,SE,37,SSW,SSE,4,20,1013.9,1015.3,16.2,20.4,No,No
BadgerysCreek,5.5,31.9,0,N,26,N,NNE,2,11,1019.1,1012.8,14,29.4,No,No
BadgerysCreek,10.4,36.2,0,NW,56,NE,NW,9,30,1009.6,1003.3,22.5,36,No,No
BadgerysCreek,13.9,26.1,0,SSE,31,ESE,NE,7,13,1013,1011.3,19.8,24.8,No,No
BadgerysCreek,7.7,31.6,0,E,35,ESE,ENE,2,9,1015.9,1008.4,17.4,29.9,No,No
BadgerysCreek,12.7,34.3,0,WNW,80,E,WNW,2,43,1002.6,996.7,18.5,33.1,No,No
BadgerysCreek,11.6,20.3,0,WSW,44,WSW,S,26,17,1014.6,1014,14.7,19.1,No,No
BadgerysCreek,4.5,25.4,0,WSW,28,N,NE,4,7,1022.6,1017.9,13.7,23.6,No,No
BadgerysCreek,5.3,31.2,0,W,41,N,NW,7,15,1019,1011.6,15.7,30.5,No,No
BadgerysCreek,11.3,33.6,0,NW,83,N,NW,28,35,1005,1003.6,25.6,32.4,No,No
BadgerysCreek,7.2,22.8,0,SW,35,SW,E,13,17,1026,1023.9,16.3,21.6,No,No
BadgerysCreek,6.4,25.8,0,ENE,33,NA,ESE,0,9,1028.2,1023,14.3,25,No,No
BadgerysCreek,9.6,31.1,0,ENE,28,S,NNE,2,9,1021.5,1015.5,18.5,29.7,No,No
